,Name,date,user_friendly_date,Title
500,2020-07-27_SSRKB_Japa Talk_3 benefits of hearing knowledge free from 4 defects from person Bhagavat_HG RSP.mp3,2020-07-27,20 Jul 27,3 benefits of hearing knowledge free from 4 defects from person Bhagavat
501,"2020-07-26_SSRKB_Japa Talk_No Karmi, Dyani, Yogi or atheist can present truth without cheating due to material agendas_HG RSP.mp3",2020-07-26,20 Jul 26,"No Karmi, Dyani, Yogi or atheist can present truth without cheating due to material agendas"
502,2020-07-25_SSRKB_Japa Talk_What is the cause of our cheating propensity_HG RSP.mp3,2020-07-25,20 Jul 25,What is the cause of our cheating propensity
503,2020-07-24_SSRKB_Japa Talk_Who is free from cheating propensity_HG RSP.mp3,2020-07-24,20 Jul 24,Who is free from cheating propensity
504,2020-07-23_SSRKB_Japa Talk_What does our ability to see depend upon_HG RSP.mp3,2020-07-23,20 Jul 23,What does our ability to see depend upon
505,2020-07-22_SSRKB_Japa Talk_Why we do commits errors_HG RSP.mp3,2020-07-22,20 Jul 22,Why we do commits errors
506,"2020-07-21_SSRKB_Japa Talk_Inability, insanity, errors and cheating block us from assessing truth_HG RSP.mp3",2020-07-21,20 Jul 21,"Inability, insanity, errors and cheating block us from assessing truth"
507,2020-07-20_SSRKB_Japa Talk_Why to put faith in the authority of scripture_HG RSP.mp3,2020-07-20,20 Jul 20,Why to put faith in the authority of scripture
508,2020-07-19_SSRKB_Japa Talk_How to deal with desires and doubts in mind and intelligent_HG RSP.mp3,2020-07-19,20 Jul 19,How to deal with desires and doubts in mind and intelligent
509,2020-07-18_SSRKB_Japa Talk_A practical method to avoid minimizing or misinterpreting the Holy Name_HG RSP.mp3,2020-07-18,20 Jul 18,A practical method to avoid minimizing or misinterpreting the Holy Name
510,2020-07-17_SSRKB_Japa Talk_Purify the putna mind which blocks awakening of pure devotion_HG RSP.mp3,2020-07-17,20 Jul 17,Purify the putna mind which blocks awakening of pure devotion
511,2020-07-16_SSRKB_Japa Talk_Practical reason to put firm faith in the Holy Name_HG RSP.mp3,2020-07-16,20 Jul 16,Practical reason to put firm faith in the Holy Name
512,2020-07-15_SSRKB_Japa Talk_Right and wrong interpretation of the Holy Name_HG RSP.mp3,2020-07-15,20 Jul 15,Right and wrong interpretation of the Holy Name
513,2020-07-14_SSRKB_Japa Talk_Search for the spark of sradha_HG RSP.mp3,2020-07-14,20 Jul 14,Search for the spark of sradha
514,2020-07-13_SSRKB_Japa Talk_Detecting faithlessness and reviving faith in the glories of Holy Name_HG RSP.mp3,2020-07-13,20 Jul 13,Detecting faithlessness and reviving faith in the glories of Holy Name
515,2020-07-12_SSRKB_Japa Talk_Six types of association that should be avoided to developed firm faith_HG RSP.mp3,2020-07-12,20 Jul 12,Six types of association that should be avoided to developed firm faith
516,2020-07-11_SSRKB_Japa Talk_Power of the Holy Name in eradicating volume of sins and bestowing liberation as side benefits_HG RSP.mp3,2020-07-11,20 Jul 11,Power of the Holy Name in eradicating volume of sins and bestowing liberation as side benefits
517,2020-07-10_SSRKB_Japa Talk_Root cause of faithlessness in the glories of Holy Name_HG RSP.mp3,2020-07-10,20 Jul 10,Root cause of faithlessness in the glories of Holy Name
518,2020-07-09_SSRKB_Japa Talk_How to rise above 5th offence_HG RSP.mp3,2020-07-09,20 Jul 09,How to rise above 5th offence
519,2020-07-08_SSRKB_Japa Talk_The dynamic nature of Lord mercy_HG RSP.mp3,2020-07-08,20 Jul 08,The dynamic nature of Lord mercy
520,2020-07-07_SSRKB_Japa Talk_What is the proof that by chanting one Krishna nam all sins will be destroyed_HG RSP.mp3,2020-07-07,20 Jul 07,What is the proof that by chanting one Krishna nam all sins will be destroyed
521,2020-07-06_SSRKB_Japa Talk_How to put faith in scriptural glories of Holy Name_HG RSP.mp3,2020-07-06,20 Jul 06,How to put faith in scriptural glories of Holy Name
522,2020-07-05_SSRKB_Japa Talk_Lessions from Bhakti Charu Swamis life_HG RSP.mp3,2020-07-05,20 Jul 05,Lessions from Bhakti Charu Swamis life
523,2020-07-04_SSRKB_Japa Talk_What is required to chant innocently and inoffensively_HG RSP.mp3,2020-07-04,20 Jul 04,What is required to chant innocently and inoffensively
524,2020-07-03_SSRKB_Japa Talk_How to cleans our polluted consciousness_HG RSP.mp3,2020-07-03,20 Jul 03,How to cleans our polluted consciousness
525,2020-07-02_Japa Talk_Which is the best place for awakening the love of GOD_HG RSP.mp3,2020-07-02,20 Jul 02,Which is the best place for awakening the love of GOD
526,2020-07-01_Japa Talk_3 benefits of spiritual absorption_HG RSP.mp3,2020-07-01,20 Jul 01,3 benefits of spiritual absorption
527,2020-06-30_Japa Talk_All puranas extoll the glories of Lord Govindas names_HG RSP.mp3,2020-06-30,20 Jun 30,All puranas extoll the glories of Lord Govindas names
528,2020-06-29_Japa Talk_What if my chanting is affected by Indo-China situation_HG RSP.mp3,2020-06-29,20 Jun 29,What if my chanting is affected by Indo-China situation
529,2020-06-28_Japa Talk_Why is devotional service headed by Holy Name is the only path of substance_HG RSP.mp3,2020-06-28,20 Jun 28,Why is devotional service headed by Holy Name is the only path of substance
530,2020-06-27_Japa Talk_The magic wand that open door to the sweet spiritual verity_HG RSP.mp3,2020-06-27,20 Jun 27,The magic wand that open door to the sweet spiritual verity
531,2020-06-26_Japa Talk_3 children who could cross over the dangerous ocean_HG RSP.mp3,2020-06-26,20 Jun 26,3 children who could cross over the dangerous ocean
532,2020-06-25_Japa Talk_Simlicity and respect will give material and spiritual independent to chant freely with no disturbance_HG RSP.mp3,2020-06-25,20 Jun 25,Simlicity and respect will give material and spiritual independent to chant freely with no disturbance
533,2020-06-24_Japa Talk_By Chaitanyas mercy a baby can cross over the ocean infested by crocodile_HG RSP.mp3,2020-06-24,20 Jun 24,By Chaitanyas mercy a baby can cross over the ocean infested by crocodile
534,2020-06-23_Japa Talk_Detect the impersonal tendency and drive it out_HG RSP.mp3,2020-06-23,20 Jun 23,Detect the impersonal tendency and drive it out
535,2020-06-22_Japa Talk_The only role and prohibition in spiritual world_HG RSP.mp3,2020-06-22,20 Jun 22,The only role and prohibition in spiritual world
536,2020-06-21_Japa Talk_Spiritually healthy state for calling out the Holy Name_HG RSP.mp3,2020-06-21,20 Jun 21,Spiritually healthy state for calling out the Holy Name
537,2020-06-20_Japa Talk_Elevate your vision from material verity to spiritual verity_HG RSP.mp3,2020-06-20,20 Jun 20,Elevate your vision from material verity to spiritual verity
538,2020-06-19_Japa Talk_Driveout the doubts about the Holy Name_HG RSP.mp3,2020-06-19,20 Jun 19,Driveout the doubts about the Holy Name
539,2020-06-18_Japa Talk_How to make our higher-self preach to lower-self_HG RSP.mp3,2020-06-18,20 Jun 18,How to make our higher-self preach to lower-self
540,2020-06-17_Japa Talk_Awaken spiritual feeling by prolong exposer to the Holy Name_HG RSP.mp3,2020-06-17,20 Jun 17,Awaken spiritual feeling by prolong exposer to the Holy Name
541,2020-06-16_Japa Talk_Do not douse the Holy fire_HG RSP.mp3,2020-06-16,20 Jun 16,Do not douse the Holy fire
542,"2020-06-15_Japa Talk_Not initial thrill but persistent, Patience, constant devotional service will attract Krishna_HG RSP.mp3",2020-06-15,20 Jun 15,"Not initial thrill but persistent, Patience, constant devotional service will attract Krishna"
543,2020-06-14_Japa Talk_Unwanted habits to be cleared  before and after Nistha_HG RSP.mp3,2020-06-14,20 Jun 14,Unwanted habits to be cleared  before and after Nistha
544,2020-06-13_Japa Talk_The three word question that can help you to be aloof from all problems_HG RSP.mp3,2020-06-13,20 Jun 13,The three word question that can help you to be aloof from all problems
545,2020-06-12_Japa Talk_Tolarate the mental chatter and tune into the Holy Name_HG RSP.mp3,2020-06-12,20 Jun 12,Tolarate the mental chatter and tune into the Holy Name
546,2020-06-11_Japa Talk_If I dont have Bhakti still can I attract the Lord_HG RSP.mp3,2020-06-11,20 Jun 11,If I dont have Bhakti still can I attract the Lord
547,2020-06-10_Japa Talk_Windup material life widens spiritual life not vice versa_HG RSP.mp3,2020-06-10,20 Jun 10,Windup material life widens spiritual life not vice versa
548,2020-06-09_Japa Talk_Dont believe in shortcut to quality chanting_HG RSP.mp3,2020-06-09,20 Jun 09,Dont believe in shortcut to quality chanting
549,2020-06-08_Japa Talk_Get rid of bodily plastic cage and rise above repeated deaths_HG RSP.mp3,2020-06-08,20 Jun 08,Get rid of bodily plastic cage and rise above repeated deaths
550,"2020-06-07_Japa Talk_Material desires, mondain religious rituals and dry knowledge keep us deprived of shelter in Krishna_HG RSP.mp3",2020-06-07,20 Jun 07,"Material desires, mondain religious rituals and dry knowledge keep us deprived of shelter in Krishna"
551,2020-06-06_Japa Talk_Bhakti Yoga does not interfere with our playfulness_HG RSP.mp3,2020-06-06,20 Jun 06,Bhakti Yoga does not interfere with our playfulness
552,2020-06-05_Japa Talk_How to measure my advancement in Krishna Consciousness_HG RSP.mp3,2020-06-05,20 Jun 05,How to measure my advancement in Krishna Consciousness
553,2020-06-04_Japa Talk_How to feel spiritual dependence_HG RSP.mp3,2020-06-04,20 Jun 04,How to feel spiritual dependence
554,2020-06-03_Japa Talk_Be Spiritually dependent materially independent_HG RSP.mp3,2020-06-03,20 Jun 03,Be Spiritually dependent materially independent
555,2020-06-02_Japa Talk_Surrender first revelation next_HG RSP.mp3,2020-06-02,20 Jun 02,Surrender first revelation next
556,2020-06-01_Japa Talk_Goal of human life is Ekant Bhaktir Govinde_HG RSP.mp3,2020-06-01,20 Jun 01,Goal of human life is Ekant Bhaktir Govinde
557,2020-05-31_Japa Talk_Multiple benefits of and four condition for Krishna Bhakti_HG RSP.mp3,2020-05-31,20 May 31,Multiple benefits of and four condition for Krishna Bhakti
558,2020-05-30_Japa Talk_How is Lord Achyuta easily approachable_HG RSP.mp3,2020-05-30,20 May 30,How is Lord Achyuta easily approachable
559,2020-05-29_Japa Talk_clue to get out of graham andha kupam_HG RSP.mp3,2020-05-29,20 May 29,clue to get out of graham andha kupam
560,2020-05-28_Japa Talk_How can ajitendriya and avitruptakama makes his human life successful_HG RSP.mp3,2020-05-28,20 May 28,How can ajitendriya and avitruptakama makes his human life successful
561,"2020-05-27_Japa Talk_Dealing with material energy, Living entity and supreme Lord appropriately_HG RSP.mp3",2020-05-27,20 May 27,"Dealing with material energy, Living entity and supreme Lord appropriately"
562,2020-05-26_Japa Talk_The symptoms of a blossoming devotee_HG RSP.mp3,2020-05-26,20 May 26,The symptoms of a blossoming devotee
563,2020-05-25_Japa Talk_The easiest of the 1000 paths to realize the absolute truth_HG RSP.mp3,2020-05-25,20 May 25,The easiest of the 1000 paths to realize the absolute truth
564,2020-05-24_Japa Talk_Which of the two material contamination is more deadly_HG RSP.mp3,2020-05-24,20 May 24,Which of the two material contamination is more deadly
565,2020-05-23_Japa Talk_Two qualifications required for receiving transcendental knowledge_HG RSP.mp3,2020-05-23,20 May 23,Two qualifications required for receiving transcendental knowledge
566,2020-05-22_Japa Talk_Gaining inner motivation to become fearless_HG RSP.mp3,2020-05-22,20 May 22,Gaining inner motivation to become fearless
567,2020-05-21_Japa Talk_Dont be disturb or disheartened by the tantrums thrown by the mind_HG RSP.mp3,2020-05-21,20 May 21,Dont be disturb or disheartened by the tantrums thrown by the mind
568,2020-05-20_Japa Talk_The two request of Prahlad to Lord Vinsu_HG RSP.mp3,2020-05-20,20 May 20,The two request of Prahlad to Lord Vinsu
569,2020-05-19_Japa Talk_Eleveting ourself from Durmati to Sadmati_HG RSP.mp3,2020-05-19,20 May 19,Eleveting ourself from Durmati to Sadmati
570,2020-05-18_Japa Talk_What can makes wicked minded materialist have a change of heart_HG RSP.mp3,2020-05-18,20 May 18,What can makes wicked minded materialist have a change of heart
571,2020-05-17_Japa Talk_A devotees map and Asuras map_HG RSP.mp3,2020-05-17,20 May 17,A devotees map and Asuras map
572,2020-05-16_Japa Talk_The miserable material map and sweet spiritual map_HG RSP.mp3,2020-05-16,20 May 16,The miserable material map and sweet spiritual map
573,2020-05-15_Japa Talk_The blue print for a blissful life_HG RSP.mp3,2020-05-15,20 May 15,The blue print for a blissful life
574,2020-05-14_Japa Talk_Chant for purification and then chant in ecstasy_HG RSP.mp3,2020-05-14,20 May 14,Chant for purification and then chant in ecstasy
575,2020-05-13_Japa Talk_What is important - Acquiring good qualities or becoming devotee_HG RSP.mp3,2020-05-13,20 May 13,What is important - Acquiring good qualities or becoming devotee
576,2020-05-12_Japa Talk_How can a ignorant man attain Krishnas lotus feet_HG Radheshyam Das.mp3,2020-05-12,20 May 12,How can a ignorant man attain Krishnas lotus feet
577,2020-05-11_Japa Talk_What did Pralhad fear_HG Radheshyam Das.mp3,2020-05-11,20 May 11,What did Pralhad fear
578,2020-05-10_Japa Talk_What right conclusion that Pralhad arrived at_HG Radheshyam Das.mp3,2020-05-10,20 May 10,What right conclusion that Pralhad arrived at
579,2020-05-09_Japa Talk_Collect Spiritual pearls of wisdom from all your interactions_HG Radheshyam Das.mp3,2020-05-09,20 May 09,Collect Spiritual pearls of wisdom from all your interactions
580,2020-05-08_Japa Talk_The goal of chanting is absorption in Krishna_HG Radheshyam Das.mp3,2020-05-08,20 May 08,The goal of chanting is absorption in Krishna
581,2020-05-07_Japa Talk_How to remain oblivious to the ill effects of the Kali yuga_HG Radheshyam Das.mp3,2020-05-07,20 May 07,How to remain oblivious to the ill effects of the Kali yuga
582,2020-05-06_Japa Talk_May the undefeatable Supreme Lord accept us in His lotus feet bestowing opportunity for service_HG Radheshyam Das.mp3,2020-05-06,20 May 06,May the undefeatable Supreme Lord accept us in His lotus feet bestowing opportunity for service
583,2020-05-05_Japa Talk_Right approach to and aspiration from Krishna to attract His mercy_HG Radheshyam Das.mp3,2020-05-05,20 May 05,Right approach to and aspiration from Krishna to attract His mercy
584,2020-05-04_Japa Talk_Out of four pious man why does Krishna say He likes Jyani_HG Radheshyam Das.mp3,2020-05-04,20 May 04,Out of four pious man why does Krishna say He likes Jyani
585,2020-05-03_Japa Talk_Verify your qualification to surrender to Krishna_HG Radheshyam Das.mp3,2020-05-03,20 May 03,Verify your qualification to surrender to Krishna
586,2020-05-02_Japa Talk_How to increase knowledge and piety to surrender to Krishna_HG Radheshyam Das.mp3,2020-05-02,20 May 02,How to increase knowledge and piety to surrender to Krishna
587,2020-05-01_Japa Talk_In proportion to our surrender to Krishna the three modes loose grip_HG Radheshyam Das.mp3,2020-05-01,20 May 01,In proportion to our surrender to Krishna the three modes loose grip
588,2020-04-30_Japa Talk_When do the three modes of material nature stop to acts on us_HG Radheshyam Das.mp3,2020-04-30,20 Apr 30,When do the three modes of material nature stop to acts on us
589,2020-04-29_Japa Talk_The obstacles that block the third door of our heart in accessing Krishna_HG Radheshyam Das.mp3,2020-04-29,20 Apr 29,The obstacles that block the third door of our heart in accessing Krishna
590,"2020-04-28_Japa Talk_Why cant atheist, demigod worshipers and impersonalist access Krishna_HG Radheshyam Das.mp3",2020-04-28,20 Apr 28,"Why cant atheist, demigod worshipers and impersonalist access Krishna"
591,2020-04-27_Japa Talk_Why cant we perceive Krishna while chanting _HG Radheshyam Das.mp3,2020-04-27,20 Apr 27,Why cant we perceive Krishna while chanting 
